Position Error,Orientation Error,Estimated Target X,Estimated Target Y,Estimated Target Z,Estimated Target Roll,Estimated Target Pitch,Estimated Target Yaw,dQ Estimated_1,dQ Estimated_2,dQ Estimated_3,dQ Estimated_4,dQ Estimated_5,dQ Estimated_6,dL Estimated_1,dL Estimated_2,dL Estimated_3,dL Estimated_4,dL Estimated_5,dL Estimated_6,dX Estimated_1,dX Estimated_2,dX Estimated_3,dX Estimated_4,dX Estimated_5,dX Estimated_6
0.02269362089539588,1.046706797421343,-0.02999999999999998,-0.28,0.0,-0.0002036732051030495,1.2246467991473532e-16,-0.00020367320510327155,-0.10187945801900908,0.04755130104619082,0.028397113643016468,-0.05492938274590279,0.03645587544626193,-0.2,-1.3322676295501878e-15,-0.05439360786688804,-0.09864844083958425,-2.2065682614424986e-15,-0.046916611045523055,-1.1035030352333373,0.03957876203847609,0.01608166778385887,-0.0,0.008648578236240607,0.012643822563399907,-0.10187945801898803
0.06554692908519451,0.49177771666499603,0.009578762038476105,-0.26391833221614114,0.0,0.008444905031137559,0.01264382256340003,-0.1020831312240913,-0.12238651051128493,0.06323962255126045,0.017964496147478665,-0.07666996181799192,-0.001738067543812137,-0.4,1.2351231148954867e-15,-0.05407231357539937,-0.005671605101663368,-2.0816681711721685e-16,-0.05228311660081213,0.6378409150599786,0.007307903238152141,0.010851500298895925,-0.0,-0.018145612609415388,0.013565389257027929,-0.1223865105112259
0.013927739238468267,0.1527188718849989,-0.02269209676184784,-0.2691484997011041,0.0,-0.01834928581451844,0.013565389257028052,-0.12259018371632917,-0.11760840228279809,0.02465179555460234,0.03429372483849907,-0.06920736312137764,0.006610572627216857,-0.5150077139938737,7.7021722333370235e-16,-0.04536258522159813,-0.07255984923948852,-3.2959746043559335e-17,-0.04620710640109963,0.4108582955157415,0.002582666933439383,0.017865618536874118,-0.0,-0.03061480117530958,0.004895040030954331,-0.11760840228274103
0.010596887840700031,0.028053021952641227,-0.0274173330665606,-0.2621343814631259,0.0,-0.03081847438041263,0.004895040030954453,-0.1178120754878443,-0.11245400654561526,0.06037686470680329,0.020394099633649024,-0.06793156562125467,-0.0011765238668610184,-0.5252902760709318,1.3739009929736312e-15,-0.12053505445726878,-0.014804449992019422,1.3704315460216776e-16,-0.05000804113090178,0.623431920512358,0.003809603579424236,0.019169171689703203,-0.0,-0.013272359142617152,-0.0036571058926525447,-0.11245400654555789
0.009852909941021523,0.019450788547792613,-0.026190396420575746,-0.2608308283102968,0.0,-0.0134760323477202,-0.0036571058926524224,-0.11265767975066115,-0.11459481222465617,0.03319538785943565,0.04672922367883006,-0.07032757557745917,0.013732194950767378,-0.5216267717513251,1.5439038936193583e-15,-0.16495203278284126,0.020035129761278393,1.0061396160665481e-16,-0.02169469047790892,0.6974304219481364,0.0035247172530839394,0.02770359380833224,-0.0,0.0014986628900410595,-0.0006123244563211398,-0.11459481222460173
0.009661622738815177,0.023725123768003016,-0.026475282746916042,-0.25229640619166777,0.0,0.00129498968493801,-0.0006123244563210172,-0.114798485429705,-0.12020665812038893,0.04861686578911879,0.040627764981936855,-0.08066567983206242,0.012242840265534542,-0.5138139999575896,1.8578888427711604e-15,-0.09480895047940444,-0.02063319673944438,1.734723475976807e-18,-0.047806178545261646,0.5394335408043665,0.002366575297160619,0.028409282360288144,-0.0,0.005693072238502562,0.014387987459475896,-0.12020665812033417
0.004672061428860022,0.01559736475635288,-0.027633424702839363,-0.25159071763971186,0.0,0.005489399033399512,0.01438798745947602,-0.12041033132543744,-0.11677098673807687,0.04316127274551082,0.04509258679481142,-0.0753285806442433,0.017320142721352277,-0.5226440847974673,-6.277530578691071e-16,0.02788736179223919,-0.04223114830092965,1.0083080204115191e-16,-0.032535723747482904,0.87180406078997,0.0041453464153419954,0.019652171777162518,-0.0,0.0021108259680932564,0.004756167671282219,-0.11677098673802422
0.009204861648553149,0.028129504441690205,-0.025854653584657987,-0.26034782822283753,0.0,0.0019071527629902069,0.004756167671282342,-0.11697465994312749,-0.11661687983287376,0.04626144460681716,0.015687595465457033,-0.07477977482275752,0.014653473604876833,-0.5215325546736332,-2.230637549671677e-15,-0.2892220724235405,0.02070081135578168,6.524728674017766e-16,-0.03460792111645114,0.09240612335619802,0.006644331057139887,0.03247667601300331,-0.0,-0.009570218496953466,0.0029063757164469097,-0.11661687983281664
0.011392158721434393,0.024104457958900222,-0.023355668942860095,-0.24752332398699672,0.0,-0.009773891702056515,0.002906375716447032,-0.11682055303791991,-0.11496847158842809,0.05325767727467721,0.041475624665710226,-0.0713627951898092,0.0008256140699583261,-0.526565772199996,-4.090261115918814e-15,-0.033653028496331006,-0.018221013388506138,-8.116337463226486e-16,-0.0409008395817551,0.8180490015365407,0.003019740797358983,0.019986425000934206,-0.0,-0.001286530257359142,0.0037966467833457033,-0.11496847158834757
0.008627606032704013,0.024542953760434454,-0.026980259202640997,-0.2600135749990658,0.0,-0.0014902034624621914,0.0037966467833458256,-0.11517214479345084,-0.12029184299584998,0.039052072488419076,0.03708257514674882,-0.07521862974910912,0.026560265228676785,-0.5185324918899437,-4.797160932379363e-15,0.01670253318232153,-0.030203616840395985,-1.0024533286800974e-15,-0.022183377601319165,0.9878924130025117,0.0050587654753747125,0.01692760249653406,-0.0,-0.005146456084011029,0.008717203764331174,-0.12029184299576987
0.007862143704104709,0.023294155562841316,-0.02494123452462527,-0.26307239750346595,0.0,-0.0053501292891140785,0.008717203764331298,-0.12049551620087313,-0.1159248330189151,0.06240111074655758,0.019099831147896356,-0.06674693435310124,0.006477801876344745,-0.5273582349487114,-4.451950960659978e-15,0.02070343337880662,-0.013368462908605737,-1.1293049828609014e-15,-0.05195366952678047,1.0835844394176615,0.004208502294180105,0.013592749099254769,-0.0,-0.006991102196779905,-0.0026070918323733427,-0.11592483301883814
0.006107373325424238,0.01589738733438037,-0.02579149770581988,-0.26640725090074524,0.0,-0.0071947754018829545,-0.0026070918323732204,-0.11612850622394141,-0.10988082377372556,0.060538263769219086,0.03428280168719102,-0.07524648652573286,-0.006716993544762014,-0.5374558379910905,-5.617685136516393e-15,0.0041338689749623285,-0.04345361492538481,-8.673617379884035e-17,-0.05805367339335769,0.7731722879886789,0.000847233518774795,0.017199573029631002,-0.0,-0.0028712222889124804,0.0019601800394768183,-0.10988082377364698
0.009247667453198721,0.030982550070421284,-0.02915276648122519,-0.26280042697036904,0.0,-0.00307489549401553,0.0019601800394769405,-0.11008449697875025,-0.12586216837937497,0.029074524359287382,0.047110262700107076,-0.05475609211409957,0.004797719457592782,-0.506406876873823,-5.3678849559757325e-15,-0.08872859000879371,-0.0620562196443149,2.6020852139652106e-16,-0.049063566057790504,0.17923207561863508,0.016693197946809964,0.019687755520091707,-0.0,-0.022477563922672313,-0.003208864547564665,-0.12586216837931793
0.00982834210954054,0.02186464697715715,-0.013306802053190018,-0.2603122444799083,0.0,-0.022681237127775363,-0.003208864547564543,-0.12606584158442122,-0.11798385156461477,0.025229113599031384,0.04777283571351072,-0.07695154112754958,0.021335410616909235,-0.5202216851968277,-5.024409707732325e-15,-0.01632372545672904,-0.089083290545491,3.2959746043559335e-16,-0.03431004290229322,0.5331006632787763,0.0003619258698807151,0.026056236890715255,-0.0,-0.004956014242055617,0.009786972798634285,-0.1179838515645586
0.007547058334333665,0.015248930755250582,-0.029638074130119266,-0.2539437631092848,0.0,-0.0051596874471586665,0.009786972798634408,-0.11818752476966186,-0.11742303403843536,0.04495631455606321,0.057256092483742076,-0.08432896607221113,0.022685673179998287,-0.5208668443058888,-3.876930785955135e-15,0.01645643614462785,-0.026209511587531625,5.222974559359467e-16,-0.00022940529190593195,1.0645755839805564,-0.0011278853415930211,0.021043890844645516,-0.0,0.019069372076270935,0.01601516740124964,-0.11742303403836625
0.009532786542764755,0.01870182641779037,-0.031127885341593,-0.2589561091553545,0.0,0.018865698871167885,0.016015167401249763,-0.11762670724346952,-0.11149573892234753,0.03494567409709424,0.045378966581384995,-0.08091016714048747,0.02564715395241556,-0.5329002436918776,-3.7468265252568744e-15,0.03296043514290027,-0.03659012808940895,4.615821342767584e-16,-0.02094418930902121,0.9126979548469956,-0.001974587487397765,0.021735722638390156,-0.0,0.0046293254215031224,0.014260536679265998,-0.11149573892227678
